url,Unnamed: 1,title,price,description,rating
https://www.amazon.com/crocs-Unisex-Classic-Black-Women/dp/B0014C0LUC/ref=zg_bs_c_fashion_d_sccl_1/146-8457929-4880731?pd_rd_w=l8KJN&content-id=amzn1.sym.7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_p=7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_r=R6KFGJCS3QBWCT6296K4&pd_rd_wg=wbRPJ&pd_rd_r=f2b2ebd2-f709-4f1c-9b5a-24a3d91de5a1&pd_rd_i=B0014C0LUC&psc=1,,Crocs Unisex Adult Classic Clog,$0.00,Crocs Classic clog,4.8 out of 5
https://www.amazon.com/Gildan-T-Shirt-Multipack-Black-Large/dp/B07JDFPQTC/ref=zg_bs_c_fashion_d_sccl_2/146-8457929-4880731?pd_rd_w=l8KJN&content-id=amzn1.sym.7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_p=7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_r=R6KFGJCS3QBWCT6296K4&pd_rd_wg=wbRPJ&pd_rd_r=f2b2ebd2-f709-4f1c-9b5a-24a3d91de5a1&pd_rd_i=B07JDFPQTC&psc=1,,"Gildan Men's Crew T-Shirts, Multipack, Style G1100",$0.00,"Gildan Cotton Crew Neck T-Shirts are anything but basic. Crafted with soft, breathable cotton and moisture wicking technology to keep you cool and comfortable no matter what's on the agenda. Perfect for layering or lounging - you can thank us later.",4.6 out of 5
https://www.amazon.com/CRZ-YOGA-Butterluxe-Waisted-Legging/dp/B09P1GB319/ref=zg_bs_c_fashion_d_sccl_3/146-8457929-4880731?pd_rd_w=l8KJN&content-id=amzn1.sym.7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_p=7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_r=R6KFGJCS3QBWCT6296K4&pd_rd_wg=wbRPJ&pd_rd_r=f2b2ebd2-f709-4f1c-9b5a-24a3d91de5a1&pd_rd_i=B09P1GB319&psc=1,,"CRZ YOGA Butterluxe High Waisted Lounge Legging 25"" - Buttery Soft Workout Yoga Pants for Women",$0.00,No description,4.6 out of 5
https://www.amazon.com/Fruit-Loom-Mens-Tucked-T-Shirt/dp/B00W66LQFO/ref=zg_bs_c_fashion_d_sccl_4/146-8457929-4880731?pd_rd_w=l8KJN&content-id=amzn1.sym.7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_p=7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_r=R6KFGJCS3QBWCT6296K4&pd_rd_wg=wbRPJ&pd_rd_r=f2b2ebd2-f709-4f1c-9b5a-24a3d91de5a1&pd_rd_i=B00W66LQFO&psc=1,,Fruit of the Loom Men's Eversoft Cotton Stay Tucked Crew T-shirt,$0.00,Fruit of the Loom Men's Eversoft Cotton Stay Tucked Crew T-shirt,4.6 out of 5
https://www.amazon.com/AUTOMET-Business-Clothes-Fashion-Outfits/dp/B0D2Y5S7LS/ref=zg_bs_c_fashion_d_sccl_5/146-8457929-4880731?pd_rd_w=l8KJN&content-id=amzn1.sym.7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_p=7379aab7-0dd8-4729-b0b5-2074f1cb413d&pf_rd_r=R6KFGJCS3QBWCT6296K4&pd_rd_wg=wbRPJ&pd_rd_r=f2b2ebd2-f709-4f1c-9b5a-24a3d91de5a1&pd_rd_i=B0D2Y5S7LS&psc=1,,AUTOMET Womens Fashion Tops Summer Outfits Spring T Shirts Business Casual Dressy Plus Size Trendy Workout Clothes 2025,$0.00,No description,4.3 out of 5
